SERVICE_ID,TITLE,NAME,RATING
167,"Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.. You can opt out of promotional communications. You have a reduced time period to take legal action against the service. Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision. The service claims to be GDPR compliant for European users. The service claims to be CCPA compliant for California users. User accounts can be terminated after having been in breach of the terms of service repeatedly. Your account can be deleted without prior notice and without a reason. The service is provided 'as is' and to be used at your sole risk. The service informs you that its privacy policy does not apply to third party websites. This service is only available to users over a certain age. Your personal data is used to employ targeted third-party advertising. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. Spidering, crawling, or accessing the site through any automated means is not allowed. You agree not to submit illegal content. Extra data may be collected about you through promotions. Third party cookies are employed, but with opt out instructions. You are forced into binding arbitration in case of disputes. You waive your right to a class action.. The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection.. Third-party cookies are used for statistics",Indiegogo,B
168,"There is a date of the last update of the agreements. You have the right to leave this service at any time. Tracking pixels are used in service-to-user communication. You agree not to use the service for illegal purposes. You are entitled to a refund if certain thresholds or standards are not met by the service. You maintain ownership of your content. This service can use your content for all their existing and future services. When the service wants to make a material change to its terms, you are notified at least 30 days in advance. 30 days of notice are given before closing your account. Your account can be suspended for several reasons. Users who have been permanently banned from this service are not allowed to re-register under a new account. If you offer suggestions to the service, they become the owner of the ideas that you give them. The court of law governing the terms is in location X. Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder. Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision. This service will continue using anonymized user-generated content after erasure of personal information. You can request access, correction and/or deletion of your data. Some personal data may be kept for business interests or legal obligations. You are forced into binding arbitration in case of disputes. You waive your right to a class action.. Your identity is used in ads that are shown to other users. Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.. You must provide your legal name, pseudonyms are not allowed. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. Spidering, crawling, or accessing the site through any automated means is not allowed. This service reserves the right to disclose your personal information without notifying you. You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service. The service is provided 'as is' and to be used at your sole risk. Blocking first party cookies may limit your ability to use the service. Third-party cookies are used for advertising. Third-party cookies are used for statistics. Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction. This service holds onto content that you've deleted. You cannot delete your account of this service. There is a date of the last update of the agreements. You waive your right to a class action.. Many third parties are involved in operating the service. The service informs you that its privacy policy does not apply to third party websites. No guarantee is given regarding quality. The service does not guarantee accuracy or reliability of the information provided. Many third parties are involved in operating the service. The service is not responsible for linked or (clearly) quoted content from third-party content providers. The service is not responsible for linked or (clearly) quoted content from third-party content providers. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. You must create an account to use this service. You cannot distribute or disclose your account to third parties. 30 days of notice are given before closing your account. There is a date of the last update of the agreements",Airbnb,D
169,"You cannot delete your account of this service. First-party cookies are used.  Pseudonyms are allowed. You can opt out of promotional communications. The terms may be changed at any time, but you will receive notification of the changes. The posting of pornographic content is prohibited. You agree not to submit libelous, harassing or threatening content. Your IP address is collected, which can be used to view your approximate location. Your information is only shared with third parties when given specific consent. Features of the website are made available under a free software license.  A list of all cookies set by the website is provided",phpBB,A
172,"There is a date of the last update of the agreements. When the service wants to make a material change to its terms, you are notified at least 30 days in advance",Diasporg,A
173,"You cannot delete your account of this service. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. Your IP address is collected, which can be used to view your approximate location. Your personal data is used for limited purposes. You can access most of the pages on the service's website without revealing any personal information. The service claims to be GDPR compliant for European users. Your personal data is not sold. The service will only respond to government requests that are reasonable. Information is provided about how your personal data is used. You can opt out of promotional communications. You can retrieve an archive of your data. The data retention period is kept to the minimum necessary for fulfilling its purposes. You can request access, correction and/or deletion of your data. Features of the website are made available under a free software license. The service is open-source. Your personal data is aggregated into statistics. This service assumes no responsibility and liability for the contents of links to other websites. The service informs you that its privacy policy does not apply to third party websites. First-party cookies are used.  Terms may be changed any time at their discretion, without notice to you .  A list of all cookies set by the website is provided. Third-party cookies are used for statistics.  You are being tracked via social media cookies/pixels. Third-party cookies are used for advertising. This service reserves the right to disclose your personal information without notifying you. Copyright license limited for the purposes of that same service but transferable and sublicenseable. You should revisit the terms periodically, although in case of material changes, the service will notify.  Terms may be changed any time at their discretion, without notice to you ",WordPress.org,B
174,Content is published under a free license instead of a bilateral one,identi.ca,
175,"Your personal data may be used for marketing purposes. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. Your personal data may be used for marketing purposes. Information is gathered about you through third parties. They store data on you even if you did not interact with the service. This service is only available to users over a certain age. The service has non-exclusive use of your content. Your content can be licensed to third parties. The copyright license that you grant this service is limited to the parties that make up the service's broader platform.. Specific content can be deleted without reason and may be removed without prior notice. This service holds onto content that you've deleted. This service retains rights to your content even after you stop using your account. You are responsible for maintaining the security of your account and for the activities on your account. This service assumes no responsibility and liability for the contents of links to other websites. Your account can be deleted without prior notice and without a reason. Defend, indemnify, hold harmless; survives termination. You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service. The service is provided 'as is' and to be used at your sole risk. This service does not guarantee that it or the products obtained through it meet your expectations or requirements. This service does not condone any ideas contained in its user-generated contents. This service assumes no liability for any losses or damages resulting from any matter relating to the service. This service assumes no liability for unauthorized access to your personal information. You are forced into binding arbitration in case of disputes. The court of law governing the terms is in location X. You should revisit the terms periodically, although in case of material changes, the service will notify. You cannot distribute or disclose your account to third parties. Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder. Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision. There is a date of the last update of the agreements. Your IP address is collected, which can be used to view your approximate location. Information is provided about how they collect personal data. Information is provided about how your personal data is used. Third parties are involved in operating the service. First-party cookies are used. App required for this service requires broad device permissions. Information is gathered about you through third parties. Your personal data is used to employ targeted third-party advertising. Your personal data is used for advertising. Private messages can be read. Your personal data is aggregated into statistics. You can opt out of targeted advertising. Your personal data may be used for marketing purposes. You can opt out of promotional communications. This service tracks you on other websites. Your browser's Do Not Track (DNT) headers are respected. This service tracks you on other websites. You can opt out of targeted advertising. You are forced into binding arbitration in case of disputes. There is a date of the last update of the agreements. Your data may be processed and stored anywhere in the world. This service is only available to users over a certain age. You maintain ownership of your content. Information is gathered about you through third parties. Only temporary session cookies are used. First-party cookies are used. This service is only available to users over a certain age. You should revisit the terms periodically, although in case of material changes, the service will notify. The service is not transparent regarding government requests or inquiries that may involve your data. . The terms for this service are translated into different languages. Logs are deleted after a finite period of time. You can retrieve an archive of your data. Your content can be deleted if you violate the terms. Your feedback is invited regarding changes to the terms.. The posting of pornographic content is prohibited. Information is provided about security practices. The service is not responsible for linked or (clearly) quoted content from third-party content providers. Your account can be deleted without prior notice and without a reason. The terms for this service are easy to read. The service is provided 'as is' and to be used at your sole risk. The service does not guarantee accuracy or reliability of the information provided. You are responsible for any risks, damages, or losses that may incur by downloading materials. You waive your right to a class action.",Pinterest,E
177,"There is a date of the last update of the agreements. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. Your personal data is not shared with third parties. Your personal data is not sold. When the service wants to make a material change to its terms, you are notified at least 30 days in advance. The service is provided 'as is' and to be used at your sole risk. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. You can retrieve an archive of your data. There is a date of the last update of the agreements. Promises will be kept after a merger or acquisition.  Pseudonyms are allowed. Your IP address is collected, which can be used to view your approximate location. This service tracks which web page referred you to it. The service will resist legal requests for your information where reasonably possible. There is a date of the last update of the agreements. There is a date of the last update of the agreements. This service holds onto content that you've deleted. You are forced into binding arbitration in case of disputes. You have a reduced time period to take legal action against the service. The terms for this service are translated into different languages",Wikimedia,B
178,"Third party cookies are employed, but with opt out instructions. Blocking first party cookies may limit your ability to use the service. Your browser's Do Not Track (DNT) headers are respected",fightforthefuture.org,B
180,"When the service wants to make a material change to its terms, you are notified at least 30 days in advance. You waive your right to a class action.. Your personal information is used for many different purposes. Private messages can be read.  A list of all cookies set by the website is provided. Third-party cookies are used for statistics. Your personal data is aggregated into statistics. Only aggregate data is given to third parties. Third party cookies are employed, but with opt out instructions. Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction. Blocking first party cookies may limit your ability to use the service. Your IP address is collected, which can be used to view your approximate location. You have the right to leave this service at any time. The court of law governing the terms is in location X. Information is provided about security practices. The service is provided 'as is' and to be used at your sole risk. This service may collect, use, and share location data. This service is only available to users over a certain age. Other applicable rules, terms, conditions or guidelines. You cannot distribute or disclose your account to third parties. You are responsible for maintaining the security of your account and for the activities on your account. This service assumes no liability for unauthorized access to your personal information. This service is only available for use individually and non-commercially.. You must create an account to use this service. The service informs you that its privacy policy does not apply to third party websites. If you are the target of a copyright claim, your content may be removed. You authorise the service to charge a credit card supplied on re-occurring basis. You are entitled to a refund if certain thresholds or standards are not met by the service. The service has non-exclusive use of your content. Copyright license limited for the purposes of that same service but transferable and sublicenseable. This service takes credit for your content. This service assumes no liability for any losses or damages resulting from any matter relating to the service. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. User accounts can be terminated after having been in breach of the terms of service repeatedly. Defend, indemnify, hold harmless; survives termination. The court of law governing the terms is in location X. You agree to comply with the law of the service's country. You are forced into binding arbitration in case of disputes. You waive your right to a class action.. Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder. There is a date of the last update of the agreements. Extra data may be collected about you through promotions.  Pseudonyms are allowed. First-party cookies are used. Your personal data is used for advertising. Your personal data may be used for marketing purposes. Tracking pixels are used in service-to-user communication. You can opt out of promotional communications. This service reserves the right to disclose your personal information without notifying you. The data retention period is kept to the minimum necessary for fulfilling its purposes. Some personal data may be kept for business interests or legal obligations. You are informed about the risk of publishing personal info online. You can request access, correction and/or deletion of your data. You can retrieve an archive of your data. Your Personal data may be sold unless you opt out. You must report to the service any unauthorized use of your account or any breach of security. You are entitled to a refund if certain thresholds or standards are not met by the service. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. Your personal data is not sold. Defend, indemnify, hold harmless; survives termination. Blocking first party cookies may limit your ability to use the service. The service is not responsible for linked or (clearly) quoted content from third-party content providers. This service gives your personal data to third parties involved in its operation. This service gives your personal data to third parties involved in its operation. Many different types of personal data are collected. You can request access, correction and/or deletion of your data. This service gives your personal data to third parties involved in its operation. Your content can be deleted if you violate the terms. Copyright license limited for the purposes of that same service but transferable and sublicenseable. The service has a no refund policy. User suspension from the service will be fair and proportionate..  Pseudonyms are allowed. You can request access, correction and/or deletion of your data",Steam,D
181,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.. The service claims to be CCPA compliant for California users,AT&T,
182,"Information is provided about security practices. They store data on you even if you did not interact with the service. App required for this service requires broad device permissions. You can request access, correction and/or deletion of your data. This service may collect, use, and share location data. Private messages can be read. Many different types of personal data are collected. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. Information is gathered about you through third parties. Third parties are not allowed to access your personal information without a legal basis. Your personal data may be used for marketing purposes. Information is provided about how your personal data is used. This service shares your personal data with third parties that are not essential to its operation. Your profile is combined across various products. Your identity is used in ads that are shown to other users. The service informs you that its privacy policy does not apply to third party websites. You can choose with whom you share content. You can request access, correction and/or deletion of your data. Some personal data may be kept for business interests or legal obligations. Logs are kept for an undefined period of time. You have the right to leave this service at any time. Your data may be processed and stored anywhere in the world. The service is transparent regarding government requests or inquiries that may involve your data.. When the service wants to change its terms, you are notified a week or more in advance.. Your personal data is not sold. Your information is only shared with third parties when given specific consent. Your personal data is not sold. Your personal data is used to employ targeted third-party advertising. There is a date of the last update of the agreements. Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction. The service is provided 'as is' and to be used at your sole risk. The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service. You must provide your legal name, pseudonyms are not allowed. This service does not condone any ideas contained in its user-generated contents. This service assumes no liability for any losses or damages resulting from any matter relating to the service. Any liability on behalf of the service is only limited to the fees you paid as a user. Other applicable rules, terms, conditions or guidelines. You cannot distribute or disclose your account to third parties. The terms may be changed at any time, but you will receive notification of the changes. Alternative accounts are not allowed. Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder. Usernames can be rejected or changed for any reason. Your account can be suspended for several reasons. Users who have been permanently banned from this service are not allowed to re-register under a new account. You shall not interfere with another person's enjoyment of the service. Defend, indemnify, hold harmless; survives termination. This service does not guarantee that it or the products obtained through it meet your expectations or requirements. You maintain ownership of your content. Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision. If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner. First-party cookies are used. Information is provided about how your personal data is used. Third-party cookies are used for statistics. You can opt out of targeted advertising. Blocking first party cookies may limit your ability to use the service. Your personal data is used for advertising. Your profile is combined across various products. Your biometric data is collected. An onion site accessible over Tor is provided. Your personal data is used to employ targeted third-party advertising. Third-party cookies are used for advertising. Your browsing history can be viewed by the service. An onion site accessible over Tor is provided. This service tracks you on other websites. Your personal information is used for many different purposes. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. You maintain ownership of your content. This service fines spammers. This service can use your content for all their existing and future services. Usernames can be rejected or changed for any reason. You waive your moral rights. Your use is throttled. You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting. The service can intervene in user disputes. This service holds onto content that you've deleted. Tracking pixels are used in service-to-user communication. Your identity is used in ads that are shown to other users. Your content can be licensed to third parties. You maintain ownership of your content. First-party cookies are used. You are informed about the risk of publishing personal info online. Your feedback is invited regarding changes to the terms.. You must provide your legal name, pseudonyms are not allowed. This service tracks you on other websites. This service gives your personal data to third parties involved in its operation. Information is provided about security practices. Information is provided about security practices. This service tracks you on other websites. Many third parties are involved in operating the service. This service reserves the right to disclose your personal information without notifying you. This service takes credit for your content. If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner. This service tracks you on other websites. This service tracks you on other websites. very broad. Your content can be licensed to third parties. The court of law governing the terms is in location X. Your data may be processed and stored anywhere in the world. This service is only available to users over a certain age. Users who have been permanently banned from this service are not allowed to re-register under a new account. Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder. Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision. This service holds onto content that you've deleted. Spidering, crawling, or accessing the site through any automated means is not allowed. Information is provided about security practices. Your personal information is used for many different purposes. You are not allowed to use pseudonyms, as trust and transparency between users regarding their identities is relevant to the service.",Facebook,E
